,Kanji,Meaning,Reading,Mnemonic,Level,URL
41,右,RIGHT,"How did we know to look from the right, though? Because of the youths (ゆう). Youths think in ways that older people usually don't. That's why they can see the swirls on cereal, hear the music behind noise, and of course, look at things from the right side.
HINTS
Imagine a bunch of youths walking in a group and looking at everything from the right. You remember when you were a youth and you used to look at everything from one side too.
Note: All the ゆう readings will use the word ""youths"" for the reading mnemonic. You can think of these ""youths"" as a group of younger people who cause a lot of the problems in this world, just like how people treat Millennials nowadays.","Narwhal mouths are on the right side of their head. In fact, some people didn't think they had mouths at all because they weren't looking from the right. Rookie mistake.
HINTS
Imagine looking at a narwhal from the front. No mouth. Now look at it from the right. Mouth!",2,https://www.wanikani.com/kanji/%E5%8F%B3
42,六,SIX,"Whenever we need to remember the reading ろく we just use the word rock.
So, think about the devil and the devil's number. What is often associated with those things? Why, rock (ろく) and roll is. Imagine the lid-head fin-legged beast suddenly blasting out rock music in the middle of his destructive mayhem.
HINTS
Sing along with the monster, if it helps you to remember the reading of this kanji.","Just imagine a beast with a lid for a head and fins for feet, running around looking as insane as possible (really imagine it!). When it runs up to you, it shows you the top of its lid-head. On it is written the numbers 666. Why? Because it's a spawn of the devil, and the number six is the devil's number.
HINTS
Imagine this beast doing various crazy things, the crazier the better (to help you remember). Make sure all these things are associated with the devil and the devil's number (six), so you can remember the meaning of this kanji.",2,https://www.wanikani.com/kanji/%E5%85%AD
43,小,SMALL,"This small kanji would be the perfect gift to give to the Shougun (しょう). The Shougun loves little things, and the little kanji represents all of that.
HINTS
You read that right, shougun is written with a long う sound. Make sure you spell it right from now on!","The small radical and the small kanji are exactly the same.
HINTS
Knowing radicals sure is nice, huh?",2,https://www.wanikani.com/kanji/%E5%B0%8F
44,立,STAND,"Think of someone who has to stand up straight for you. These people are pros in hospitality. These are the doormen at the Ritz (りつ).
HINTS
Imagine the doormen being extra straight… too straight in their standing. On their uniform is “The Ritz” written in fine lettering, and as you walk past them, they stand up straight and say “Welcome to the Ritz!” Whatever you do, while you’re thinking about it, make sure you think about how they stand up so straight, and associate it with these doormen, who work, specifically, at the Ritz. If you effectively imagine all this, you should be able to remember this on’yomi. Go through it like it’s a movie in your head!","The radical stand and the kanji stand are the same thing, so now you know them both.
HINTS
If you're keeping up with your radical studies, you're also keeping up with your kanji studies!",2,https://www.wanikani.com/kanji/%E7%AB%8B
45,丁,STREET,"So you're walking down this street, and off in the distance you see the silhouette of somebody. A lady. Big, black curly hair and red eyes. It is the street-woman, Mrs. Chou (ちょう).
HINTS
Mrs. Chou is a character you'll see a lot throughout WaniKani, anytime the reading is ちょう like this one. A lore will develop around her, so the more vividly you can imagine your Mrs. Chou right now, the easier things will get later. In general, she's a mean, evil woman, so as long as you imagine her within those parameters, you're good. And, when I say she is a ""street-woman"" in the mnemonic, I don't mean she is homeless. She has a nice, middle-class home that's not outside of her financial means. What I'm saying is she wanders the streets looking for evil things to do. These are HER streets. So whenever you see the street radical, know that Mrs. Chou is probably going to show up!","The kanji and the radical that look like this are exactly the same. They are both street.
HINTS
As long as you know the radical street, you know the kanji street.",2,https://www.wanikani.com/kanji/%E4%B8%81
46,日,SUN,"There are so many on'yomi for this kanji, but since this kanji is so important and common, you'll end up learning them all eventually whether you want to or not. For now, you're only going to have to learn one of the readings, and that one is にち.
The sun is so hot. It focused its rays to take out one man... and that man is Friedrich Nietzsche (にち), famous philosopher. He philosophized one too many things about the sun, so the sun decided it was time he paid.
HINTS
This reading will be easier to remember if you know of Friedrich Nietzsche... so do your research and learn about him if you don't. He's a pretty historical dude. Imagine the sun totally pissed off, too. It makes a grunting noise as it builds up a sun beam to blast him off the face of the earth.
Also note that there's another reading worth learning as well: じつ. The reading can be remembered by thinking ""Gee! Two readings?"" Because, seriously, two readings? Too many...","The sun radical and sun kanji are the same, huzzah! Also, if you want to remember day as well, you can just think about how a day is the time it takes for the sun to cross the sky.
HINTS
The radical for this one is easy too, making the meaning for this kanji super easy as well!",2,https://www.wanikani.com/kanji/%E6%97%A5
47,刀,SWORD,"So now you have this sweet katana in your hands and you're swinging it around like an idiot. Feel free to make whooshing noises as you swing it around. To become a master katana wielder, you decide to travel to とうきょう (That's Tokyo!). とうきょう has the best sword and katana schools in the world, so it makes sense to travel to とうきょう.
HINTS
Imagine trying to travel to とうきょう with your katana. Airport security is not happy with you trying to take a katana on the plane, so you get a full cavity search. I hope you don't have any other swords hidden anywhere.","The radical and the meaning of this kanji are almost the same! The radical is sword, but we're learning Japanese, so can you name a Japanese sword? That's right, the most common is a katana, which happens to be the meaning of this kanji as well.
HINTS
This kanji also looks a lot like the kanji 力. To avoid getting them confused, remember that this one is missing the little nubbin at the top, because 90% of the power comes from the sword to cut your enemies down (which is why the sword kanji is 90% of the power kanji).",2,https://www.wanikani.com/kanji/%E5%88%80
48,千,THOUSAND,"Remember the thousand crosses you got stuck under while learning the radical 千? You're still under it. Then, suddenly, someone pops his head over you and says ""Hey, I'll save you... but only for a thousand cents (せん). Go ahead and try to calculate what that would come out to. It's not that expensive, actually.
HINTS
But, the problem is even though you have a thousand cents in your pocket, you can't get them out. You're stuck under all these crosses. So, your savior just shrugs and runs off, he won't help you anymore. Feel the desperateness of the situation to help yourself remember the kanji better. Hear the coins falling on the ground.","This kanji looks like and means the same thing as the radical, which makes it particularly easy to remember.
HINTS
As long as you know the radical thousand then you know the kanji thousand as well!",2,https://www.wanikani.com/kanji/%E5%8D%83
49,木,TREE,"You’re walking through the trees, looking at them. They look ominous. Suddenly, you trip and fall. The trees start to mock you. Even the mocking birds mock you. It’s terrible. It’s painful. You’re being mocked as you pull yourself up off the ground.
HINTS
Feel the shame, feel the irritation. Make yourself want to run away from those dumb trees that are mocking you.","This is another kanji that is the same as the radical. Both tree and tree are the same in looks and meaning.
HINTS
So, how are those radicals doing? Do you know them well?",2,https://www.wanikani.com/kanji/%E6%9C%A8
50,水,WATER,"Imagine a lake (i.e. a whole bunch of water). When you think of water, you should try to think of this beautiful lake. It’s sunny, the trees smell nice (imagine a tree smell if you can – the more senses you use the better!) and on that tree there is an awesome tire swing (すい). You get onto the tire swing and you are swinging back and forth. The water is right in front of you, and you are able to use the swing to throw yourself into the water. It’s a lot colder than you expected, and you come back to the surface, gasping for breath. The water gets into your mouth and you taste it. How strange, it’s very, very sweet. Imagine the sweetness of the water and how weird it is (really really sweet, this water is).
HINTS
I know that was a long one, but try to imagine all the different bits. Try to feel the feelings (cold, smell, etc) too. The more you create in this fake memory (which you’re using to remember and associate water with すい (swing)) the more likely you are to end up remembering enough to make it happen. Especially when it comes to the senses part, the more vividly you imagined it, the more likely you are to remember the on’yomi.","The water radical and the water kanji are the same.
HINTS
So as long as you know the radicals, you know the kanji.",2,https://www.wanikani.com/kanji/%E6%B0%B4
51,白,WHITE,"The white team was the first to be able to hack (はく) the white iPhone.
HINTS
Imagine two teams (black and white), wearing their team colors, working really hard on hacking the iPhone. It is a huge contest, and people are watching with a lot of tension, to see who will hack the white iPhone first. Feel that tension, and see the colors separating them so vividly. The colors are important, and the excitement of the winner holding up the hacked iPhone is too.","The radical white and the kanji white are the same.
HINTS
Study your radicals hard! Most important thing!",2,https://www.wanikani.com/kanji/%E7%99%BD
52,文,WRITING,"This kanji has more than one important reading you need to learn, sorry! But don't worry, here's a mnemonic to help you:
When you're writing you need things to fuel you. That's why you always eat buns (ぶん) while you write. Bread bun, hot crossed buns, whatever as long as they're buns, they're great writing fuel.
When buns aren't enough, you call in the monster (もん) that lives under your bed. It pretends to chase you, motivating your writing even further, because if you don't write fast, you'll die by monster bites.
HINTS
Imagine shoveling buns into your mouth and running from a monster as you're writing. You're so determined! This is going to be the best thing you've ever written!","The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for writing first! If you know the radical, you know this kanji means writing as well.
HINTS
Make sure you know those radicals, yo!",2,https://www.wanikani.com/kanji/%E6%96%87
53,円,YEN,"What does the word yen sound like? It sounds like えん. Why? because back in the day, Japanese used to have a ""ye"" sound, but now it doesn't. Instead, it's an ""e"" sound, which is why yen = えん!
HINTS
Picture these round えん in your mind. Maybe look some up online too, just to be safe.","The combination of radicals for this kanji may not be obvious at first, but if you look carefully you'll see it. The lid is inside the head for this kanji because it's holding something in. Imagine the top of someone's head being closed by a lid. Open that lid up and peer inside... it's full of yen coins, the currency of Japan!
HINTS
Another thing that will help is to associate the word round to this kanji, because it has both of these meanings. Both are right, and if you learn one that's better than not learning either, but maybe if you think about how round the coins themselves are inside this person's head, you'll remember this one too.",2,https://www.wanikani.com/kanji/%E5%86%86
54,矢,ARROW,"To remember the reading や we use the word “Yankees” (like the evil baseball team, go M’s!).
What is this arrow doing? It’s following around all the Yankee (や) baseball players, stalking them, waiting to make its move (I’ll let you decide what its “move” is).
HINTS
Imagine the arrow as a human-sized living thing with legs, arms, and clothes, though. Strangely, it’s able to walk around even though it's an arrow. It has some kind of agenda. Make it a bit evil, if you can. What a strange thing…","The arrow radical and the arrow kanji are the same. Sort of a ""straight"" shot to memorizing this kanji, you know?
HINTS
Just know your radicals and you'll know this kanji!",3,https://www.wanikani.com/kanji/%E7%9F%A2
55,市,CITY,"This city must have a lot of sheep (し) because there is a sheep monogram on the towel. It's the sheep city.
HINTS
Imagine a city that has a sheep for its mascot. This city was built on sheep, don't you say a bad word about sheep when you're there.","You lift the lid off a manhole and there's a towel with the name of a city on it.
HINTS
Picture this towel with the name of a city on it. Any city you like. Maybe it's your city!",3,https://www.wanikani.com/kanji/%E5%B8%82
56,牛,COW,"Have you ever heard of わぎゅう beef? That ぎゅう is this ぎゅう.
HINTS
I hope you know what わぎゅう beef is, otherwise this will be a difficult one to learn.","The radical and the kanji for cow are exactly the same! That makes it easy to remember, so long as you know your radicals well enough.
HINTS
To distinguish this from the ""noon"" kanji (午), try thinking of the bit poking out of the top of this kanji as the cow's head.",3,https://www.wanikani.com/kanji/%E7%89%9B
57,切,CUT,"Because having seven swords for yourself is too much, you decide to take the swords and divide them up amongst pairs of people. You cut them into pairs, and give sets (せつ) to everyone who needs them in the village.
HINTS
Just make sure you think about how you need to give them away in sets, and not anything else. This is the most important thing to think about in your head as you're trying to establish the mnemonic for your kanji reading memory. It's gotta be sets.","If you have seven swords, there's only so much you can do with them. The main thing? Probably using them to cut something.
HINTS
Take these seven swords and swing them around. Cut everything in your path, including yourself. Then, think about how dumb it was to try to use seven swords at once, and then feel the pain of the cut you gave yourself. Ouch, ouch ouch.",3,https://www.wanikani.com/kanji/%E5%88%87
58,方,DIRECTION,"What direction do you always know? Which direction do you always want to go? Home (ほう). Something about your home always stays with you, no matter how far away you go. So if you're lost and you don't know which direction to go, just think of home!
HINTS
Close your eyes and picture your home in your mind. Can you tell which direction it is from where you are?","The radical and the kanji for direction are the same! Huzzah!
There is also another meaning too, though. This can also mean way as well. Think of it this way: When you move in one direction in your life, you are developing your own way. ""The way of [your name here].""
HINTS
The only direction you need to go in is forward, it's always the right way.",3,https://www.wanikani.com/kanji/%E6%96%B9
59,戸,DOOR,"You open the door and immediately get it closed back on your toe (と), literally causing your toe to explode.
HINTS
Feel the pain of your toe going away. Think about the other side of the door, where your toe is probably rolling around after it blasted off your foot.","The radical and the kanji for door are the same!
HINTS
Time to open the door to the reading part of this mnemonic.",3,https://www.wanikani.com/kanji/%E6%88%B8
60,太,FAT,"This poor fat guy has trouble with a lot of things. One of the things he has the most trouble with is tying a tie (たい).
HINTS
Imagine him trying to tie the tie but he can't lift his hands around to do it. You have to help him out. Another thing that might help you to remember this kanji's reading is that it's the same reading as 大 (or, one of the same readings). Similar kanji often have similar readings, which is a good thing to know when you have to guess (it's true with this one, anyways!).","You have a big guy here, with an extra drop of something below his thigh, hanging down. That's fat right there. He's so fat he has things of fat hanging off his fat.
HINTS
Maybe you should touch the fat below his leg just to see what it is... feel it, and squeeze it. It'll help you to remember that this kanji means ""fat.""",3,https://www.wanikani.com/kanji/%E5%A4%AA
61,父,FATHER,"Imagine your father is Cheech (ちち) from Cheech and Chong.
HINTS
Hopefully you know who they are. If not, think about your father laughing like this: ちちちちちちちち〜！","The radical and the kanji for father are the same.
HINTS
No, I am not your father... but this kanji / radical set is!",3,https://www.wanikani.com/kanji/%E7%88%B6
62,少,FEW,"Why is there a little traffic jam on the slide? Because the Shougun (しょう) is using the slide and he loves little things. He's forcing everyone to stop and watch, even though there are people backed up behind him. How inconsiderate.
HINTS
Imagine this in your head. A traffic jam on a little slide, all because the shogun is using it. Picture some caution tape, orange cones, and Japanese secret service members all making sure no one gets close to the shougun while he slides. A few people are crying. They want to slide, they want to leave.","You have a small slide. The thing about small slides is that they can only fit a few people at a time.
HINTS
Imagine a small slide (how could you not, after you see the radicals?) with only a few people on it, trying to move forward. Only a few people are required to create a slide traffic jam, though. :(",3,https://www.wanikani.com/kanji/%E5%B0%91
63,友,FRIEND,"""Hi friend,"" says the narwhal. ""I must warn you about all the youths."" (ゆう)
HINTS
Your narwhal friend goes on to warn you about all those youths, and how they will try to take away your friendship with their good looks and young ages.","A narwhal sitting on a stool is your friend.
HINTS
Imagine that narwhal sitting there. It waves its flipper and says ""hi friend"" to you.",3,https://www.wanikani.com/kanji/%E5%8F%8B
64,毛,FUR,"With fur, wisp your imagination to a land where there are stalks of fur all around, just like a big tall grassy field (except instead of grass, it’s fur). You’re surrounded by the black fur, the wind is blowing. Imagine yourself touching the long fur and smelling it. What does it feel / smell like? Now it’s time to get rid of it. There’s just too much hair! To get rid of it, you’ll need to mow (もう) it down with a lawn mower. Imagine yourself starting up the lawn mower, and taking it around, mowing down the hair. Hear the sound of the mower in your head (they’re loud and distinct). The important thing is to imagine yourself mowing everything. Key is to think “fur → In the fur → getting rid of the fur → mow the fur,” in that order. That’ll get you to mow, which will help you to remember the on’yomi.
HINTS
Smell the fur as you mow it down. Feel it flying everywhere. It's giant, so it must be pretty intense. Make it more intense to help yourself to remember the reading of this kanji better.","Fur and fur are the same as each other, so the meaning of this kanji should be simple. This can also mean hair, too, though more like furry hair.
HINTS
Just make sure you're studying your radicals, otherwise it won't be as simple as I'd hoped.",3,https://www.wanikani.com/kanji/%E6%AF%9B
65,半,HALF,"""You're half wet and half dry! I will cut you in half with my laser blaster so you're proper again,"" a voice says. It is Han Solo (はん), the anti-establishment guy who hates when things aren't even.
HINTS
Imagine him using his blaster to shoot the poor triceratops in half, perfectly down the wet-dry line of its body.","A triceratops is laying out to dry. But it's so big, and it's laying on its side, so only half of it gets dry.
HINTS
Imagine the triceratops on its side, then imagine it getting up. When it stands up normally, half of its body is soaking wet still. It's a half-n-half triceratops right now.",3,https://www.wanikani.com/kanji/%E5%8D%8A
66,心,HEART,"The heart, where is it stored in your body? Most people thought it was in the chest, but in reality, your heart is stored in your shin (しん).
HINTS
This is when I start kicking you in the shin and you imagine feeling the pain of getting kicked there. As I kick you in the shin, you grab your chest... all this stress is giving you a heart attack (though your shin hurts a ton too).","The radical heart and the kanji heart are the same. Rejoice and let your heart be free!
HINTS
Also, make sure you know the radicals by heart, it'll help you to learn more effectively, just like with this kanji.",3,https://www.wanikani.com/kanji/%E5%BF%83
67,内,INSIDE,"You know this kanji means inside, so you can keep thinking about the person that’s inside you, running around. You finally discover him, and try to take him out, but before you can, he pulls out a knife (ない) and threatens to cut you if you do anything irrational.
HINTS
Imagine him holding the knife out, threatening to stab your brain. You’re in a conundrum here. If you don’t take him out, you’re in trouble, but if you do try to take him out, he might stab you in the brain with his knife. Try to think a way around this situation, focusing mainly on his knife.","There's a person inside your head.
HINTS
And, you have no idea how to get them out. They're inside for good, and it's freaking you out. As in, there's a little person in there, running around, controlling your brain. People think you're crazy, but you know better... He's inside there, doing evil things.",3,https://www.wanikani.com/kanji/%E5%86%85
68,生,LIFE,"You can save life or take it away with your new saber (せい). This is the saber you got from doing the correct thing (remember?), and now you need to figure out how to use it with this life. So what do you do?
HINTS
Imagine having someone's life in the palm of your hands. It's up to you whether you protect it with your saber or... well... do the other thing sabers are for.","The life radical and the life kanji are the same, so hopefully you now just know them both.
HINTS
Study your radicals and you'll read good.",3,https://www.wanikani.com/kanji/%E7%94%9F
69,台,MACHINE,"To make sure they can't tell what's machine and what's human, you dye (だい) the mouth to make it look like skin. You find dye the same shade as your normal mouth and just slap it on there.
HINTS
Imagine being so afraid that people will find out about your machine mouth that you have to dye it to match a normal human mouth. Oh, when will this discrimination against machine-kind end?!","You have a private mouth that's a machine. But you have to keep your machine mouth private because it would scare all the non-machine people around you.
HINTS
Doesn't this kanji look like a machine mouth? Now wouldn't you want to keep that private from the people you know?",3,https://www.wanikani.com/kanji/%E5%8F%B0
70,母,MOTHER,"Suddenly your mother points at you and laughs, ""Haha (はは)!"" She keeps laughing, haha haha haha, over and over. You start to feel uncomfortable.
HINTS
You thought your mother was going to say something sweet or profound or motherly, and instead she's pointing and saying, ""Haha,"" over and over.
Yeah. That sounds like my mom.","The sun lets out one drop, and then another drop. The drops dance together in the air, combine, and when they hit the ground, up sprouts your mother!
HINTS
Picture these two drops of the sun morphing before your very eyes until they look exactly like your dear ol' mum. She's bright and shining like the sun, and she's looking down at you, her big drop-eyes full of tears.",3,https://www.wanikani.com/kanji/%E6%AF%8D
71,午,NOON,"Noon also happens to be the time Godzilla (ご) decided to attack for the same reasons: it's dry and kids are using the slide.
HINTS
Watch in horror as Godzilla's giant foot crushes all the kids and their slide at exactly noon. You'd better go...","The slide is dry at noon. The sun is brightest at noon, so it dries the morning dew off the slide, making noon the perfect time to slide.
HINTS
Picture all the kids out sliding on the slide at noon during their lunch break. It's hot and dry and they're very happy.",3,https://www.wanikani.com/kanji/%E5%8D%88
72,北,NORTH,"You realize that this ability to find north is probably really valuable, so you go to the nearest pawn shop and hock (ほく) it. Even your fingers.
HINTS
Imagine walking out of a pawn shop after hocking your fingers and spoon and realizing that you don't know where you are. Oh, if only you could tell where north was...","Balance a spoon on your pointed fingers and it will always point north. The spoon is like a compass needle and your fingers guide the knowledge your body already has and uses it to point north. That's science, friends!
Notice how the fingers radical is a little different here? That's because you're pointing them really hard.
HINTS
Imagine taking a spoon and balancing it on your fingers. Now watch the spoon spin spin spin until it stops and ultimately points north.",3,https://www.wanikani.com/kanji/%E5%8C%97
73,今,NOW,"Right now the condors (こん) are in danger! Not next week, not next year, right now! Haven't you heard that deforestation and pollution are killing all of the condors?!
HINTS
Go outside right now and do something to save the condors. If you don't do something right now there won't be enough time left!","The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for now first! If you know the radical, you know this kanji means now as well.
HINTS
Make sure you know those radicals, yo!",3,https://www.wanikani.com/kanji/%E4%BB%8A
74,古,OLD,"Old things are misunderstood by the 子s (こ) of the world.
*Note:* Come up with a 子 character you can use for all the こ reading mnemonics going forward. This child will show up many times throughout your mnemonic journey, and it will help if you imagine the same character the whole time.
HINTS
Imagine a 子 looking at old things. A record player. A gameboy. A cassette player. Kids just don't get old things.
Note: When you see the (古) radical in a kanji, there's a good chance it will use the reading こ.","The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for old first! If you know the radical, you know this kanji means old as well.
Note: This ""old"" does not refer to people. Think of it as ""old things"" instead.
HINTS
Make sure you know those radicals, yo!",3,https://www.wanikani.com/kanji/%E5%8F%A4
75,元,ORIGIN,"The origin of everything can be found in Genji (げん). Genji is the name of the main character in the world's first ever novel, ""The Tale of Genji.""
Picture him as a rich, pretty boy who cares a ton about his looks and gets along really well with all the ladies. He's also really great at poetry, which helps the lady situation.
HINTS
Genji's origin story is pretty important when it comes to mnemonics and Japanese literature. He's going to keep popping up on your kanji journey, so make sure you remember him!","The origin radical and the origin kanji are the same!
HINTS
Know your radicals!",3,https://www.wanikani.com/kanji/%E5%85%83
76,外,OUTSIDE,"You go outside (you’re not supposed to be out there at night!) and you’re accosted by a couple of guys. Then, all of a sudden, Guy (がい) Fawkes jumps from the roof above you and takes them out, then starts running. “Guy Fawkes!” you yell after him!
HINTS
If you don’t know Guy Fawkes, you should do a little reading up on him to make this mnemonic make sense. Also, Anonymous People wear a Guy Fawkes mask, if that helps any.","You're known to get the ailment evening toe, which is when your toe catches on fire after getting really, really hot (imagine this happening, ouch!). The only way to fix it is to cool your toe down, and the best way to do that is to go outside.
HINTS
After imagining your evening toe overheating, rush outside to fix it. It's the best way to prevent fire toe, which is way worse. In the evening it's nice and cold outside too, so feel this on your skin, and feel the cold air on your toe, which is starting to get some relief.",3,https://www.wanikani.com/kanji/%E5%A4%96
77,分,PART,"Now that you've cut the fish, it's time to cut something else into parts. Next on your list is the buns (ぶん) which need to be split up amongst the people. If you'd like to learn the second reading, just think about how fun (ふん) it will be to do this task.
HINTS
Think about the buns (ぶん) as absolutely delicious things you want to eat really bad. If you want to eat the buns, and you taste the buns in your imagination, you'll surely remember that the reading for this kanji is ふん as well.","The fins that fell onto my sword were sliced into two parts.
HINTS
The logic of this story makes a lot of sense - even in the kanji itself the fins are falling onto the sword from above. What happens to things that fall onto swords? They become more than one part.",3,https://www.wanikani.com/kanji/%E5%88%86
78,公,PUBLIC,"You head out into the public where everyone can see your fins, but... things have changed. All people are the same. There are thousands of こういちs walking around, and they all stare at you (though they pretend like they aren't).
HINTS
Remember, whenever we see the reading こう, think of こういち, a founder of WaniKani. We'll keep it consistent, so over time you should develop a character around こういち that you learn to love or hate.
How long have you been hiding in private with your fins? The public areas have changed, and all the people have become こういちs. One mother こういち--pushing a baby こういち--looks up and stares at your fins. Now you remember why you never go out in public.","You have fins in private. But, you want the world to see them, so you take them public.
HINTS
Picture yourself in private, with fins. You wish others could see them. ""That's it,"" you decide. ""It's time to show the world. I'm going to make my fins public!""",3,https://www.wanikani.com/kanji/%E5%85%AC
79,引,PULL,"When you pull the bow back, your body strains and you feel an immense heat (ひ) rise inside of you. You keep pulling and the heat grows hotter and hotter.
HINTS
Imagine using all your strength to pull on this bow. Imagine the heat rising in your body. There's sweat dripping down your face. It's so hot, but you have to keep pulling!","If you have a bow and a stick you need to pull the two back together to shoot it. If you can't pull it, you won't be shooting anything.
HINTS
Imagine taking a stick and pulling it back into your bow. Imagine how hard you have to pull. This thing is really strong!",3,https://www.wanikani.com/kanji/%E5%BC%95
80,止,STOP,"You have to stop because there is a sheep (し) in front of you. You try to walk around the sheep, but it moves to stop in front of you again. Every time the sheep stops you stop too.
HINTS
Imagine the fluffy wool of the sheep, stopping you from moving forward. You can't push past it, no matter how hard you try.","The stop radical is the same as the stop kanji.
HINTS
Know your radicals, yo!",3,https://www.wanikani.com/kanji/%E6%AD%A2
81,用,TASK,"Today, your task is to eat yogurt (よう). It's nutritious, it's delicious, and I'm telling you to do it, so you have to. A task is basically just something you have to do, so that's what this is.
HINTS
Eat your yogurt. (Gogurt doesn't count, don't @ me.)","The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for task first! If you know the radical, you know this kanji means task as well.
HINTS
Make sure you know those radicals, yo!",3,https://www.wanikani.com/kanji/%E7%94%A8
82,万,TEN THOUSAND,"Now that you have ten thousand pieces of tiny leaf paper, you decide to turn them into a manga (まん)! Each little leaf piece will become a panel.
HINTS
Carefully draw your manga onto these ten thousand leaf pieces. Maybe you even use your sword again to give them some textured details. You're so creative and talented!","You cut the leaf with your sword into ten thousand pieces!
HINTS
If you can get to ten thousand different pieces, then that means your sword is absolutely perfect. If your sword dulls before you get to ten thousand, you have to throw it away.",3,https://www.wanikani.com/kanji/%E4%B8%87
83,広,WIDE,"You like being wide because it makes you feel like a different person. But not just any person, like a super hero (ひろ)!
HINTS
Picture yourself laying under your wide, private canopy pretending to be a super hero on the ground. You're stretching a nice, wide super hero pose, like you're flying through the sky.","The canopy you use in private is very wide.
HINTS
You want your private canopy to be wide so you can sprawl out under it is as much as you want. No one's going to come in and tell you to close your legs or sit up straight. So it can be as wide as you like!",3,https://www.wanikani.com/kanji/%E5%BA%83
84,冬,WINTER,"Winter is the time of year you give out presents: ""one fo' you, one fo'you. And... not you, this one's not fo' you so fu’ you! (ふゆ)!
HINTS
Note, be careful: this kanji is a little different from the radical 夂 though has the same meaning… but don’t let that fool you (ふゆ).","We have the winter radical and the two radical (though it's sort of slanted). What's two times the winter radical, if radicals are just a part of a kanji? Two times would be enough to create the entire kanji, which is also winter.
HINTS
You could also think, ""Winter too"" instead of ""two."" Because, this kanji is in fact ""winter too.""",3,https://www.wanikani.com/kanji/%E5%86%AC
